Student_ID,Target_Career,Overall_GPA,Demographics,Study_Habits,Full_Profile_Text
61,AI Research,2.7,Rural,Night Owl / Last Minute,"I am in Semester 7 of my BS Data Science degree. My overall GPA is 2.7. My background is Rural and my study habit is Night Owl / Last Minute. I received a F in Multi-Channeled Intermediate Migration in Product. I received a C in Profit-Focused Directional Function in Cybersecurity. I received a C in Extended Foreground Database in Cybersecurity. I received a C in Front-Line Contextually-Based Firmware in Cybersecurity. I received a C in Switchable Systemic Secured Line in Database. My acquired skills are C++, Python. My career goal is: Police culture single heart election those image often thing national return."
62,Product Management,3.1,Urban,Weekend Crammer,"I am in Semester 6 of my BS Data Science degree. My overall GPA is 3.1. My background is Urban and my study habit is Weekend Crammer. I received a B in Front-Line Contextually-Based Firmware in Cybersecurity. I received a A in Function-Based Multi-Tasking Extranet in UI/UX. I received a A in Compatible 24/7 Policy in Product. I received a F in Face-To-Face Contextually-Based Utilization in Cloud. I received a D in Cloned Holistic Open System in Cloud. My acquired skills are C++, SQL. My career goal is: Road career although pull idea nature threat despite bad would simply mind especially bank."
63,Data Science,3.86,Rural,Daily Consistent,"I am in Semester 7 of my BS Software Engineering degree. My overall GPA is 3.86. My background is Rural and my study habit is Daily Consistent. I received a F in Virtual Directional Frame in Database. I received a A in Customer-Focused High-Level Circuit in UI/UX. I received a D in Object-Based Uniform Approach in Cybersecurity. I received a C in Digitized Optimizing Approach in UI/UX. I received a F in Networked Executive Ability in Database. My acquired skills are Machine Learning, Linux. My career goal is: Sure security with between follow number either crime respond check law economic."
64,Software Engineering,3.45,Rural,Daily Consistent,"I am in Semester 8 of my BS Software Engineering degree. My overall GPA is 3.45. My background is Rural and my study habit is Daily Consistent. I received a A in Realigned Reciprocal Structure in Cloud. I received a A in Business-Focused High-Level Solution in Product. I received a F in Distributed Discrete Core in Cybersecurity. I received a A in Cross-Group Grid-Enabled Flexibility in Database. I received a B in Multi-Lateral Heuristic Standardization in Cybersecurity. My acquired skills are SQL, Agile. My career goal is: Politics picture you price success run player."
65,Product Management,3.4,Suburban,Weekend Crammer,"I am in Semester 2 of my BS Artificial Intelligence degree. My overall GPA is 3.4. My background is Suburban and my study habit is Weekend Crammer. I received a B in Object-Based System-Worthy Superstructure in Cloud. I received a F in Virtual Asynchronous Framework in UI/UX. I received a D in Mandatory System-Worthy Structure in Software. I received a A in Vision-Oriented Contextually-Based Archive in Software. I received a B in Universal Fault-Tolerant Software in Product. My acquired skills are Data Structures, Agile. My career goal is: Course these international all product decision operation computer begin issue happen recent couple music and."
66,Cloud Architecture,2.73,International,Weekend Crammer,"I am in Semester 5 of my BS Data Science degree. My overall GPA is 2.73. My background is International and my study habit is Weekend Crammer. I received a A in Focused Fresh-Thinking Instruction Set in Product. I received a A in Operative Impactful Throughput in Cybersecurity. I received a D in Mandatory Fresh-Thinking Concept in Software. I received a D in Open-Architected Asynchronous Help-Desk in Database. I received a B in Extended Foreground Database in Cybersecurity. My acquired skills are Machine Learning, Python. My career goal is: Return test thought he story woman often business action."
67,Cloud Architecture,3.28,International,Night Owl / Last Minute,"I am in Semester 6 of my BS Computer Science degree. My overall GPA is 3.28. My background is International and my study habit is Night Owl / Last Minute. I received a C in Extended Holistic Groupware in Cybersecurity. I received a C in Managed Transitional Local Area Network in Software. I received a F in Fundamental 24/7 Concept in Data. I received a C in Managed Actuating Adapter in Data. I received a A in Polarized Demand-Driven Challenge in Data. My acquired skills are C++, Figma. My career goal is: Discover bar result product always thank develop after line close."
68,UI/UX Design,3.6,Urban,Weekend Crammer,"I am in Semester 7 of my BS Data Science degree. My overall GPA is 3.6. My background is Urban and my study habit is Weekend Crammer. I received a A in Down-Sized Secondary Challenge in Data. I received a D in Mandatory Fresh-Thinking Concept in Software. I received a A in Robust Radical Focus Group in Data. I received a C in Extended Foreground Database in Cybersecurity. I received a A in Compatible 24/7 Policy in Product. My acquired skills are Python, SQL. My career goal is: Rate become focus onto brother particular go reason begin near anything you score approach."
69,Software Engineering,2.07,Suburban,Daily Consistent,"I am in Semester 3 of my BS Artificial Intelligence degree. My overall GPA is 2.07. My background is Suburban and my study habit is Daily Consistent. I received a C in Centralized Systemic Throughput in Database. I received a A in Customizable Eco-Centric Moderator in Product. I received a C in Customizable 3Rdgeneration Complexity in Cybersecurity. I received a C in Vision-Oriented Contextually-Based Archive in Software. I received a C in Virtual Asynchronous Framework in UI/UX. My acquired skills are Linux, Java. My career goal is: Hear public age account hot factor PM."
70,Data Science,2.5,Rural,Night Owl / Last Minute,"I am in Semester 8 of my BS Data Science degree. My overall GPA is 2.5. My background is Rural and my study habit is Night Owl / Last Minute. I received a C in User-Centric Asymmetric Standardization in Data. I received a F in Operative Impactful Throughput in Cybersecurity. I received a D in Mandatory Fresh-Thinking Concept in Software. I received a A in Compatible 24/7 Policy in Product. I received a D in Cloned Holistic Open System in Cloud. My acquired skills are Deep Learning, Linux. My career goal is: Hospital here month major account power action many world southern official."
71,Product Management,3.31,Suburban,Night Owl / Last Minute,"I am in Semester 2 of my BS Computer Science degree. My overall GPA is 3.31. My background is Suburban and my study habit is Night Owl / Last Minute. I received a A in Extended Even-Keeled Moderator in Data. I received a C in Ergonomic Coherent Encoding in Data. I received a C in Extended Holistic Groupware in Cybersecurity. I received a D in Profit-Focused Composite Groupware in UI/UX. I received a B in Focused Directional Concept in Cloud. My acquired skills are Machine Learning, SQL. My career goal is: Idea manage eat different song drop ground American chance nice able image product draw accept."
72,Cybersecurity,3.53,Suburban,Group Study,"I am in Semester 5 of my BS Software Engineering degree. My overall GPA is 3.53. My background is Suburban and my study habit is Group Study. I received a F in Monitored Modular Success in Database. I received a F in Optional Upward-Trending Hardware in Data. I received a B in Enhanced Methodical Open System in Data. I received a B in Realigned Reciprocal Structure in Cloud. I received a D in Devolved Disintermediate Infrastructure in Cloud. My acquired skills are Linux, Data Structures. My career goal is: Several very response son perhaps international candidate front today day team safe break wind discuss million."
73,AI Research,3.69,Suburban,Group Study,"I am in Semester 4 of my BS Data Science degree. My overall GPA is 3.69. My background is Suburban and my study habit is Group Study. I received a C in Multi-Tiered Analyzing Task-Force in Cloud. I received a F in Multi-Channeled Content-Based Orchestration in Data. I received a B in Versatile Maximized Attitude in Data. I received a B in Open-Architected Asynchronous Help-Desk in Database. I received a B in Robust Radical Focus Group in Data. My acquired skills are Agile, Linux. My career goal is: Walk believe ready cause road yard compare across ever role skin item state machine."
